Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
2742.0,0.0924,101.7973,0.1251,2000.0000,299.75,2.85
2743.0,0.0924,101.8256,0.1252,2000.0000,299.75,2.85
2744.0,0.0924,101.8538,0.1252,2000.0000,299.74,2.85
2745.0,0.0925,101.8821,0.1253,2000.0000,299.74,2.85
2746.0,0.0925,101.9104,0.1253,2000.0000,299.73,2.85
2747.0,0.0925,101.9387,0.1254,2000.0000,299.72,2.85
2748.0,0.0925,101.9669,0.1254,2000.0000,299.72,2.85
2749.0,0.0926,101.9952,0.1255,2000.0000,299.71,2.85
2750.0,0.0926,102.0236,0.1256,2000.0000,299.71,2.85
2751.0,0.0926,102.0519,0.1256,2000.0000,299.70,2.85
2752.0,0.0926,102.0802,0.1257,2000.0000,299.69,2.85
2753.0,0.0927,102.1085,0.1257,2000.0000,299.69,2.85
2754.0,0.0927,102.1369,0.1258,2000.0000,299.68,2.85
2755.0,0.0927,102.1652,0.1258,2000.0000,299.68,2.85
2756.0,0.0927,102.1936,0.1259,2000.0000,299.67,2.85
2757.0,0.0928,102.2219,0.1259,2000.0000,299.67,2.85
2758.0,0.0928,102.2503,0.1260,2000.0000,299.66,2.85
2759.0,0.0928,102.2787,0.1261,2000.0000,299.65,2.85
2760.0,0.0928,102.3071,0.1261,2000.0000,299.65,2.85
2761.0,0.0929,102.3354,0.1262,2000.0000,299.64,2.85
2762.0,0.0929,102.3639,0.1262,2000.0000,299.64,2.85
2763.0,0.0929,102.3923,0.1263,2000.0000,299.63,2.85
2764.0,0.0930,102.4207,0.1263,2000.0000,299.63,2.85
2765.0,0.0930,102.4491,0.1264,2000.0000,299.62,2.85
2766.0,0.0930,102.4775,0.1265,2000.0000,299.61,2.85
2767.0,0.0930,102.5060,0.1265,2000.0000,299.61,2.85
2768.0,0.0931,102.5344,0.1266,2000.0000,299.60,2.85
2769.0,0.0931,102.5629,0.1266,2000.0000,299.60,2.85
2770.0,0.0931,102.5913,0.1267,2000.0000,299.59,2.85
2771.0,0.0931,102.6198,0.1267,2000.0000,299.58,2.85
2772.0,0.0932,102.6483,0.1268,2000.0000,299.58,2.85
2773.0,0.0932,102.6768,0.1268,2000.0000,299.57,2.85
2774.0,0.0932,102.7053,0.1269,2000.0000,299.57,2.85
2775.0,0.0932,102.7338,0.1270,2000.0000,299.56,2.85
2776.0,0.0933,102.7623,0.1270,2000.0000,299.56,2.85
2777.0,0.0933,102.7908,0.1271,2000.0000,299.55,2.85
2778.0,0.0933,102.8193,0.1271,2000.0000,299.54,2.85
2779.0,0.0933,102.8479,0.1272,2000.0000,299.54,2.85
2780.0,0.0934,102.8764,0.1272,2000.0000,299.53,2.85
2781.0,0.0934,102.9050,0.1273,2000.0000,299.53,2.85
2782.0,0.0934,102.9335,0.1274,2000.0000,299.52,2.85
2783.0,0.0934,102.9621,0.1274,2000.0000,299.51,2.85
2784.0,0.0935,102.9907,0.1275,2000.0000,299.51,2.85
2785.0,0.0935,103.0193,0.1275,2000.0000,299.50,2.85
2786.0,0.0935,103.0479,0.1276,2000.0000,299.50,2.85
2787.0,0.0935,103.0765,0.1276,2000.0000,299.49,2.85
2788.0,0.0936,103.1051,0.1277,2000.0000,299.49,2.85
2789.0,0.0936,103.1337,0.1278,2000.0000,299.48,2.85
2790.0,0.0936,103.1623,0.1278,2000.0000,299.47,2.85
2791.0,0.0937,103.1909,0.1279,2000.0000,299.47,2.85
2792.0,0.0937,103.2196,0.1279,2000.0000,299.46,2.85
2793.0,0.0937,103.2482,0.1280,2000.0000,299.46,2.85
2794.0,0.0937,103.2769,0.1280,2000.0000,299.45,2.85
2795.0,0.0938,103.3055,0.1281,2000.0000,299.45,2.85
2796.0,0.0938,103.3342,0.1282,2000.0000,299.44,2.85
2797.0,0.0938,103.3629,0.1282,2000.0000,299.43,2.85
2798.0,0.0938,103.3916,0.1283,2000.0000,299.43,2.85
2799.0,0.0939,103.4203,0.1283,2000.0000,299.42,2.85
2800.0,0.0939,103.4490,0.1284,2000.0000,299.42,2.85
2801.0,0.0939,103.4777,0.1284,2000.0000,299.41,2.85
2802.0,0.0939,103.5064,0.1285,2000.0000,299.40,2.85
2803.0,0.0940,103.5351,0.1286,2000.0000,299.40,2.84
2804.0,0.0940,103.5639,0.1286,2000.0000,299.39,2.84
2805.0,0.0940,103.5926,0.1287,2000.0000,299.39,2.84
2806.0,0.0940,103.6213,0.1287,2000.0000,299.38,2.84
2807.0,0.0941,103.6501,0.1288,2000.0000,299.38,2.84
2808.0,0.0941,103.6789,0.1288,2000.0000,299.37,2.84
2809.0,0.0941,103.7076,0.1289,2000.0000,299.36,2.84
2810.0,0.0941,103.7364,0.1290,2000.0000,299.36,2.84
2811.0,0.0942,103.7652,0.1290,2000.0000,299.35,2.84
2812.0,0.0942,103.7940,0.1291,2000.0000,299.35,2.84
2813.0,0.0942,103.8228,0.1291,2000.0000,299.34,2.84
2814.0,0.0943,103.8516,0.1292,2000.0000,299.34,2.84
2815.0,0.0943,103.8805,0.1292,2000.0000,299.33,2.84
2816.0,0.0943,103.9093,0.1293,2000.0000,299.32,2.84
2817.0,0.0943,103.9381,0.1294,2000.0000,299.32,2.84
2818.0,0.0944,103.9670,0.1294,2000.0000,299.31,2.84
2819.0,0.0944,103.9958,0.1295,2000.0000,299.31,2.84
2820.0,0.0944,104.0247,0.1295,2000.0000,299.30,2.84
2821.0,0.0944,104.0536,0.1296,2000.0000,299.30,2.84
2822.0,0.0945,104.0824,0.1296,2000.0000,299.29,2.84
2823.0,0.0945,104.1113,0.1297,2000.0000,299.28,2.84
2824.0,0.0945,104.1402,0.1298,2000.0000,299.28,2.84
2825.0,0.0945,104.1691,0.1298,2000.0000,299.27,2.84
2826.0,0.0946,104.1980,0.1299,2000.0000,299.27,2.84
2827.0,0.0946,104.2269,0.1299,2000.0000,299.26,2.84
2828.0,0.0946,104.2559,0.1300,2000.0000,299.26,2.84
2829.0,0.0946,104.2848,0.1300,2000.0000,299.25,2.84
2830.0,0.0947,104.3137,0.1301,2000.0000,299.24,2.84
2831.0,0.0947,104.3427,0.1302,2000.0000,299.24,2.84
2832.0,0.0947,104.3717,0.1302,2000.0000,299.23,2.84
2833.0,0.0948,104.4006,0.1303,2000.0000,299.23,2.84
2834.0,0.0948,104.4296,0.1303,2000.0000,299.22,2.84
2835.0,0.0948,104.4586,0.1304,2000.0000,299.21,2.84
2836.0,0.0948,104.4876,0.1304,2000.0000,299.21,2.84
2837.0,0.0949,104.5166,0.1305,2000.0000,299.20,2.84
2838.0,0.0949,104.5456,0.1306,2000.0000,299.20,2.84
2839.0,0.0949,104.5746,0.1306,2000.0000,299.19,2.84
2840.0,0.0949,104.6036,0.1307,2000.0000,299.19,2.84
2841.0,0.0950,104.6326,0.1307,2000.0000,299.18,2.84
2842.0,0.0950,104.6617,0.1308,2000.0000,299.17,2.84
2843.0,0.0950,104.6907,0.1308,2000.0000,299.17,2.84
2844.0,0.0950,104.7198,0.1309,2000.0000,299.16,2.84
2845.0,0.0951,104.7488,0.1310,2000.0000,299.16,2.84
2846.0,0.0951,104.7779,0.1310,2000.0000,299.15,2.84
2847.0,0.0951,104.8070,0.1311,2000.0000,299.15,2.84
2848.0,0.0951,104.8361,0.1311,2000.0000,299.14,2.84
2849.0,0.0952,104.8652,0.1312,2000.0000,299.13,2.84
2850.0,0.0952,104.8943,0.1312,2000.0000,299.13,2.84
2851.0,0.0952,104.9234,0.1313,2000.0000,299.12,2.84
2852.0,0.0953,104.9525,0.1314,2000.0000,299.12,2.84
2853.0,0.0953,104.9816,0.1314,2000.0000,299.11,2.84
2854.0,0.0953,105.0108,0.1315,2000.0000,299.11,2.84
2855.0,0.0953,105.0399,0.1315,2000.0000,299.10,2.84
2856.0,0.0954,105.0691,0.1316,2000.0000,299.09,2.84
2857.0,0.0954,105.0982,0.1317,2000.0000,299.09,2.84
2858.0,0.0954,105.1274,0.1317,2000.0000,299.08,2.84
2859.0,0.0954,105.1566,0.1318,2000.0000,299.08,2.84
2860.0,0.0955,105.1858,0.1318,2000.0000,299.07,2.84
2861.0,0.0955,105.2150,0.1319,2000.0000,299.07,2.84
2862.0,0.0955,105.2442,0.1319,2000.0000,299.06,2.84
2863.0,0.0955,105.2734,0.1320,2000.0000,299.05,2.84
2864.0,0.0956,105.3026,0.1321,2000.0000,299.05,2.84
2865.0,0.0956,105.3318,0.1321,2000.0000,299.04,2.84
2866.0,0.0956,105.3610,0.1322,2000.0000,299.04,2.84
2867.0,0.0956,105.3903,0.1322,2000.0000,299.03,2.84
2868.0,0.0957,105.4195,0.1323,2000.0000,299.03,2.84
2869.0,0.0957,105.4488,0.1323,2000.0000,299.02,2.84
2870.0,0.0957,105.4781,0.1324,2000.0000,299.01,2.84
2871.0,0.0958,105.5073,0.1325,2000.0000,299.01,2.84
2872.0,0.0958,105.5366,0.1325,2000.0000,299.00,2.84
2873.0,0.0958,105.5659,0.1326,2000.0000,299.00,2.84
2874.0,0.0958,105.5952,0.1326,2000.0000,298.99,2.84
2875.0,0.0959,105.6245,0.1327,2000.0000,298.99,2.84
2876.0,0.0959,105.6538,0.1328,2000.0000,298.98,2.84
2877.0,0.0959,105.6831,0.1328,2000.0000,298.97,2.84
2878.0,0.0959,105.7125,0.1329,2000.0000,298.97,2.84
2879.0,0.0960,105.7418,0.1329,2000.0000,298.96,2.84
2880.0,0.0960,105.7712,0.1330,2000.0000,298.96,2.84
2881.0,0.0960,105.8005,0.1330,2000.0000,298.95,2.84
2882.0,0.0960,105.8299,0.1331,2000.0000,298.95,2.84
2883.0,0.0961,105.8592,0.1332,2000.0000,298.94,2.84
2884.0,0.0961,105.8886,0.1332,2000.0000,298.93,2.84
2885.0,0.0961,105.9180,0.1333,2000.0000,298.93,2.84
2886.0,0.0962,105.9474,0.1333,2000.0000,298.92,2.83
2887.0,0.0962,105.9768,0.1334,2000.0000,298.92,2.83
2888.0,0.0962,106.0062,0.1334,2000.0000,298.91,2.83
2889.0,0.0962,106.0356,0.1335,2000.0000,298.91,2.83
2890.0,0.0963,106.0651,0.1336,2000.0000,298.90,2.83
2891.0,0.0963,106.0945,0.1336,2000.0000,298.89,2.83
2892.0,0.0963,106.1239,0.1337,2000.0000,298.89,2.83
2893.0,0.0963,106.1534,0.1337,2000.0000,298.88,2.83
2894.0,0.0964,106.1829,0.1338,2000.0000,298.88,2.83
2895.0,0.0964,106.2123,0.1339,2000.0000,298.87,2.83
2896.0,0.0964,106.2418,0.1339,2000.0000,298.87,2.83
2897.0,0.0964,106.2713,0.1340,2000.0000,298.86,2.83
2898.0,0.0965,106.3008,0.1340,2000.0000,298.86,2.83
2899.0,0.0965,106.3303,0.1341,2000.0000,298.85,2.83
2900.0,0.0965,106.3598,0.1341,2000.0000,298.84,2.83
2901.0,0.0966,106.3893,0.1342,2000.0000,298.84,2.83
2902.0,0.0966,106.4188,0.1343,2000.0000,298.83,2.83
2903.0,0.0966,106.4484,0.1343,2000.0000,298.83,2.83
2904.0,0.0966,106.4779,0.1344,2000.0000,298.82,2.83
2905.0,0.0967,106.5075,0.1344,2000.0000,298.82,2.83
2906.0,0.0967,106.5370,0.1345,2000.0000,298.81,2.83
2907.0,0.0967,106.5666,0.1346,2000.0000,298.80,2.83
2908.0,0.0967,106.5962,0.1346,2000.0000,298.80,2.83
2909.0,0.0968,106.6258,0.1347,2000.0000,298.79,2.83
2910.0,0.0968,106.6554,0.1347,2000.0000,298.79,2.83
2911.0,0.0968,106.6850,0.1348,2000.0000,298.78,2.83
2912.0,0.0969,106.7146,0.1349,2000.0000,298.78,2.83
2913.0,0.0969,106.7442,0.1349,2000.0000,298.77,2.83
2914.0,0.0969,106.7738,0.1350,2000.0000,298.76,2.83
2915.0,0.0969,106.8034,0.1350,2000.0000,298.76,2.83
2916.0,0.0970,106.8331,0.1351,2000.0000,298.75,2.83
2917.0,0.0970,106.8627,0.1351,2000.0000,298.75,2.83
2918.0,0.0970,106.8924,0.1352,2000.0000,298.74,2.83
2919.0,0.0970,106.9220,0.1353,2000.0000,298.74,2.83
2920.0,0.0971,106.9517,0.1353,2000.0000,298.73,2.83
2921.0,0.0971,106.9814,0.1354,2000.0000,298.73,2.83
2922.0,0.0971,107.0111,0.1354,2000.0000,298.72,2.83
2923.0,0.0971,107.0408,0.1355,2000.0000,298.71,2.83
2924.0,0.0972,107.0705,0.1356,2000.0000,298.71,2.83
2925.0,0.0972,107.1002,0.1356,2000.0000,298.70,2.83
2926.0,0.0972,107.1299,0.1357,2000.0000,298.70,2.83
2927.0,0.0973,107.1597,0.1357,2000.0000,298.69,2.83
2928.0,0.0973,107.1894,0.1358,2000.0000,298.69,2.83
2929.0,0.0973,107.2192,0.1358,2000.0000,298.68,2.83
2930.0,0.0973,107.2489,0.1359,2000.0000,298.67,2.83
2931.0,0.0974,107.2787,0.1360,2000.0000,298.67,2.83
2932.0,0.0974,107.3085,0.1360,2000.0000,298.66,2.83
2933.0,0.0974,107.3382,0.1361,2000.0000,298.66,2.83
2934.0,0.0974,107.3680,0.1361,2000.0000,298.65,2.83
2935.0,0.0975,107.3978,0.1362,2000.0000,298.65,2.83
2936.0,0.0975,107.4276,0.1363,2000.0000,298.64,2.83
2937.0,0.0975,107.4574,0.1363,2000.0000,298.64,2.83
2938.0,0.0976,107.4873,0.1364,2000.0000,298.63,2.83
2939.0,0.0976,107.5171,0.1364,2000.0000,298.62,2.83
2940.0,0.0976,107.5469,0.1365,2000.0000,298.62,2.83
2941.0,0.0976,107.5768,0.1366,2000.0000,298.61,2.83
2942.0,0.0977,107.6066,0.1366,2000.0000,298.61,2.83
2943.0,0.0977,107.6365,0.1367,2000.0000,298.60,2.83
2944.0,0.0977,107.6664,0.1367,2000.0000,298.60,2.83
2945.0,0.0977,107.6963,0.1368,2000.0000,298.59,2.83
2946.0,0.0978,107.7262,0.1369,2000.0000,298.59,2.83
2947.0,0.0978,107.7560,0.1369,2000.0000,298.58,2.83
2948.0,0.0978,107.7860,0.1370,2000.0000,298.57,2.83
2949.0,0.0979,107.8159,0.1370,2000.0000,298.57,2.83
2950.0,0.0979,107.8458,0.1371,2000.0000,298.56,2.83
2951.0,0.0979,107.8757,0.1371,2000.0000,298.56,2.83
2952.0,0.0979,107.9057,0.1372,2000.0000,298.55,2.83
2953.0,0.0980,107.9356,0.1373,2000.0000,298.55,2.83
2954.0,0.0980,107.9656,0.1373,2000.0000,298.54,2.83
2955.0,0.0980,107.9955,0.1374,2000.0000,298.54,2.83
2956.0,0.0980,108.0255,0.1374,2000.0000,298.53,2.83
2957.0,0.0981,108.0555,0.1375,2000.0000,298.52,2.83
2958.0,0.0981,108.0855,0.1376,2000.0000,298.52,2.83
2959.0,0.0981,108.1155,0.1376,2000.0000,298.51,2.83
2960.0,0.0982,108.1455,0.1377,2000.0000,298.51,2.83
2961.0,0.0982,108.1755,0.1377,2000.0000,298.50,2.83
2962.0,0.0982,108.2055,0.1378,2000.0000,298.50,2.83
2963.0,0.0982,108.2355,0.1379,2000.0000,298.49,2.83
2964.0,0.0983,108.2656,0.1379,2000.0000,298.49,2.83
2965.0,0.0983,108.2956,0.1380,2000.0000,298.48,2.83
2966.0,0.0983,108.3257,0.1380,2000.0000,298.47,2.83
2967.0,0.0983,108.3557,0.1381,2000.0000,298.47,2.83
2968.0,0.0984,108.3858,0.1382,2000.0000,298.46,2.83
2969.0,0.0984,108.4159,0.1382,2000.0000,298.46,2.82
2970.0,0.0984,108.4460,0.1383,2000.0000,298.45,2.82
2971.0,0.0985,108.4761,0.1383,2000.0000,298.45,2.82
2972.0,0.0985,108.5062,0.1384,2000.0000,298.44,2.82
2973.0,0.0985,108.5363,0.1385,2000.0000,298.44,2.82
2974.0,0.0985,108.5664,0.1385,2000.0000,298.43,2.82
2975.0,0.0986,108.5966,0.1386,2000.0000,298.42,2.82
2976.0,0.0986,108.6267,0.1386,2000.0000,298.42,2.82
2977.0,0.0986,108.6568,0.1387,2000.0000,298.41,2.82
2978.0,0.0986,108.6870,0.1387,2000.0000,298.41,2.82
2979.0,0.0987,108.7172,0.1388,2000.0000,298.40,2.82
2980.0,0.0987,108.7473,0.1389,2000.0000,298.40,2.82
2981.0,0.0987,108.7775,0.1389,2000.0000,298.39,2.82
2982.0,0.0988,108.8077,0.1390,2000.0000,298.39,2.82
2983.0,0.0988,108.8379,0.1390,2000.0000,298.38,2.82
2984.0,0.0988,108.8681,0.1391,2000.0000,298.37,2.82
2985.0,0.0988,108.8983,0.1392,2000.0000,298.37,2.82
2986.0,0.0989,108.9285,0.1392,2000.0000,298.36,2.82
2987.0,0.0989,108.9588,0.1393,2000.0000,298.36,2.82
2988.0,0.0989,108.9890,0.1393,2000.0000,298.35,2.82
2989.0,0.0989,109.0193,0.1394,2000.0000,298.35,2.82
2990.0,0.0990,109.0495,0.1395,2000.0000,298.34,2.82
2991.0,0.0990,109.0798,0.1395,2000.0000,298.34,2.82
2992.0,0.0990,109.1101,0.1396,2000.0000,298.33,2.82
2993.0,0.0991,109.1403,0.1396,2000.0000,298.33,2.82
2994.0,0.0991,109.1706,0.1397,2000.0000,298.32,2.82
2995.0,0.0991,109.2009,0.1398,2000.0000,298.31,2.82
2996.0,0.0991,109.2312,0.1398,2000.0000,298.31,2.82
2997.0,0.0992,109.2615,0.1399,2000.0000,298.30,2.82
2998.0,0.0992,109.2919,0.1399,2000.0000,298.30,2.82
2999.0,0.0992,109.3222,0.1400,2000.0000,298.29,2.82
3000.0,0.0992,109.3525,0.1401,2000.0000,298.29,2.82
3001.0,0.0993,109.3829,0.1401,2000.0000,298.28,2.82
3002.0,0.0993,109.4132,0.1402,2000.0000,298.28,2.82
3003.0,0.0993,109.4436,0.1402,2000.0000,298.27,2.82
3004.0,0.0994,109.4740,0.1403,2000.0000,298.27,2.82
3005.0,0.0994,109.5044,0.1404,2000.0000,298.26,2.82
3006.0,0.0994,109.5348,0.1404,2000.0000,298.25,2.82
3007.0,0.0994,109.5652,0.1405,2000.0000,298.25,2.82
3008.0,0.0995,109.5956,0.1405,2000.0000,298.24,2.82
3009.0,0.0995,109.6260,0.1406,2000.0000,298.24,2.82
3010.0,0.0995,109.6564,0.1407,2000.0000,298.23,2.82
3011.0,0.0996,109.6868,0.1407,2000.0000,298.23,2.82
3012.0,0.0996,109.7173,0.1408,2000.0000,298.22,2.82
3013.0,0.0996,109.7477,0.1408,2000.0000,298.22,2.82
3014.0,0.0996,109.7782,0.1409,2000.0000,298.21,2.82
3015.0,0.0997,109.8087,0.1410,2000.0000,298.21,2.82
3016.0,0.0997,109.8391,0.1410,2000.0000,298.20,2.82
3017.0,0.0997,109.8696,0.1411,2000.0000,298.19,2.82
3018.0,0.0997,109.9001,0.1411,2000.0000,298.19,2.82
3019.0,0.0998,109.9306,0.1412,2000.0000,298.18,2.82
3020.0,0.0998,109.9611,0.1413,2000.0000,298.18,2.82
3021.0,0.0998,109.9916,0.1413,2000.0000,298.17,2.82
3022.0,0.0999,110.0222,0.1414,2000.0000,298.17,2.82
3023.0,0.0999,110.0527,0.1414,2000.0000,298.16,2.82
3024.0,0.0999,110.0832,0.1415,2000.0000,298.16,2.82
3025.0,0.0999,110.1138,0.1416,2000.0000,298.15,2.82
3026.0,0.1000,110.1444,0.1416,2000.0000,298.15,2.82
3027.0,0.1000,110.1749,0.1417,2000.0000,298.14,2.82
3028.0,0.1000,110.2055,0.1417,2000.0000,298.13,2.82
3029.0,0.1000,110.2361,0.1418,2000.0000,298.13,2.82
3030.0,0.1001,110.2667,0.1419,2000.0000,298.12,2.82
3031.0,0.1001,110.2973,0.1419,2000.0000,298.12,2.82
3032.0,0.1001,110.3279,0.1420,2000.0000,298.11,2.82
3033.0,0.1002,110.3585,0.1420,2000.0000,298.11,2.82
3034.0,0.1002,110.3891,0.1421,2000.0000,298.10,2.82
3035.0,0.1002,110.4198,0.1422,2000.0000,298.10,2.82
3036.0,0.1002,110.4504,0.1422,2000.0000,298.09,2.82
3037.0,0.1003,110.4811,0.1423,2000.0000,298.09,2.82
3038.0,0.1003,110.5117,0.1424,2000.0000,298.08,2.82
3039.0,0.1003,110.5424,0.1424,2000.0000,298.08,2.82
3040.0,0.1004,110.5731,0.1425,2000.0000,298.07,2.82
3041.0,0.1004,110.6038,0.1425,2000.0000,298.06,2.82
3042.0,0.1004,110.6345,0.1426,2000.0000,298.06,2.82
3043.0,0.1004,110.6652,0.1427,2000.0000,298.05,2.82
3044.0,0.1005,110.6959,0.1427,2000.0000,298.05,2.82
3045.0,0.1005,110.7266,0.1428,2000.0000,298.04,2.82
3046.0,0.1005,110.7573,0.1428,2000.0000,298.04,2.82
3047.0,0.1006,110.7881,0.1429,2000.0000,298.03,2.82
3048.0,0.1006,110.8188,0.1430,2000.0000,298.03,2.82
3049.0,0.1006,110.8496,0.1430,2000.0000,298.02,2.82
3050.0,0.1006,110.8803,0.1431,2000.0000,298.02,2.82
3051.0,0.1007,110.9111,0.1431,2000.0000,298.01,2.82
3052.0,0.1007,110.9419,0.1432,2000.0000,298.01,2.81
3053.0,0.1007,110.9727,0.1433,2000.0000,298.00,2.81
3054.0,0.1007,111.0035,0.1433,2000.0000,298.00,2.81
3055.0,0.1008,111.0343,0.1434,2000.0000,297.99,2.81
3056.0,0.1008,111.0651,0.1434,2000.0000,297.98,2.81
3057.0,0.1008,111.0959,0.1435,2000.0000,297.98,2.81
3058.0,0.1009,111.1268,0.1436,2000.0000,297.97,2.81
3059.0,0.1009,111.1576,0.1436,2000.0000,297.97,2.81
3060.0,0.1009,111.1885,0.1437,2000.0000,297.96,2.81
3061.0,0.1009,111.2193,0.1437,2000.0000,297.96,2.81
3062.0,0.1010,111.2502,0.1438,2000.0000,297.95,2.81
3063.0,0.1010,111.2811,0.1439,2000.0000,297.95,2.81
3064.0,0.1010,111.3119,0.1439,2000.0000,297.94,2.81
3065.0,0.1011,111.3428,0.1440,2000.0000,297.94,2.81
3066.0,0.1011,111.3737,0.1441,2000.0000,297.93,2.81
3067.0,0.1011,111.4046,0.1441,2000.0000,297.93,2.81
3068.0,0.1011,111.4356,0.1442,2000.0000,297.92,2.81
3069.0,0.1012,111.4665,0.1442,2000.0000,297.92,2.81
3070.0,0.1012,111.4974,0.1443,2000.0000,297.91,2.81
3071.0,0.1012,111.5284,0.1444,2000.0000,297.91,2.81
3072.0,0.1013,111.5593,0.1444,2000.0000,297.90,2.81
3073.0,0.1013,111.5903,0.1445,2000.0000,297.89,2.81
3074.0,0.1013,111.6213,0.1445,2000.0000,297.89,2.81
3075.0,0.1013,111.6522,0.1446,2000.0000,297.88,2.81
3076.0,0.1014,111.6832,0.1447,2000.0000,297.88,2.81
3077.0,0.1014,111.7142,0.1447,2000.0000,297.87,2.81
3078.0,0.1014,111.7452,0.1448,2000.0000,297.87,2.81
3079.0,0.1014,111.7762,0.1448,2000.0000,297.86,2.81
3080.0,0.1015,111.8073,0.1449,2000.0000,297.86,2.81
3081.0,0.1015,111.8383,0.1450,2000.0000,297.85,2.81
3082.0,0.1015,111.8693,0.1450,2000.0000,297.85,2.81
3083.0,0.1016,111.9004,0.1451,2000.0000,297.84,2.81
3084.0,0.1016,111.9314,0.1452,2000.0000,297.84,2.81
3085.0,0.1016,111.9625,0.1452,2000.0000,297.83,2.81
3086.0,0.1016,111.9936,0.1453,2000.0000,297.83,2.81
3087.0,0.1017,112.0246,0.1453,2000.0000,297.82,2.81
3088.0,0.1017,112.0557,0.1454,2000.0000,297.82,2.81
3089.0,0.1017,112.0868,0.1455,2000.0000,297.81,2.81
3090.0,0.1018,112.1179,0.1455,2000.0000,297.81,2.81
3091.0,0.1018,112.1491,0.1456,2000.0000,297.80,2.81
3092.0,0.1018,112.1802,0.1456,2000.0000,297.79,2.81
3093.0,0.1018,112.2113,0.1457,2000.0000,297.79,2.81
3094.0,0.1019,112.2425,0.1458,2000.0000,297.78,2.81
3095.0,0.1019,112.2736,0.1458,2000.0000,297.78,2.81
3096.0,0.1019,112.3048,0.1459,2000.0000,297.77,2.81
3097.0,0.1020,112.3359,0.1459,2000.0000,297.77,2.81
3098.0,0.1020,112.3671,0.1460,2000.0000,297.76,2.81
3099.0,0.1020,112.3983,0.1461,2000.0000,297.76,2.81
3100.0,0.1020,112.4295,0.1461,2000.0000,297.75,2.81
3101.0,0.1021,112.4607,0.1462,2000.0000,297.75,2.81
3102.0,0.1021,112.4919,0.1463,2000.0000,297.74,2.81
3103.0,0.1021,112.5231,0.1463,2000.0000,297.74,2.81
3104.0,0.1022,112.5544,0.1464,2000.0000,297.73,2.81
3105.0,0.1022,112.5856,0.1464,2000.0000,297.73,2.81
3106.0,0.1022,112.6168,0.1465,2000.0000,297.72,2.81
3107.0,0.1022,112.6481,0.1466,2000.0000,297.72,2.81
3108.0,0.1023,112.6794,0.1466,2000.0000,297.71,2.81
3109.0,0.1023,112.7106,0.1467,2000.0000,297.71,2.81
3110.0,0.1023,112.7419,0.1467,2000.0000,297.70,2.81
3111.0,0.1024,112.7732,0.1468,2000.0000,297.70,2.81
3112.0,0.1024,112.8045,0.1469,2000.0000,297.69,2.81
3113.0,0.1024,112.8358,0.1469,2000.0000,297.69,2.81
3114.0,0.1024,112.8671,0.1470,2000.0000,297.68,2.81
3115.0,0.1025,112.8984,0.1471,2000.0000,297.68,2.81
3116.0,0.1025,112.9298,0.1471,2000.0000,297.67,2.81
3117.0,0.1025,112.9611,0.1472,2000.0000,297.67,2.81
3118.0,0.1026,112.9925,0.1472,2000.0000,297.66,2.81
3119.0,0.1026,113.0238,0.1473,2000.0000,297.65,2.81
3120.0,0.1026,113.0552,0.1474,2000.0000,297.65,2.81
3121.0,0.1026,113.0866,0.1474,2000.0000,297.64,2.81
3122.0,0.1027,113.1180,0.1475,2000.0000,297.64,2.81
3123.0,0.1027,113.1494,0.1476,2000.0000,297.63,2.81
3124.0,0.1027,113.1808,0.1476,2000.0000,297.63,2.81
3125.0,0.1028,113.2122,0.1477,2000.0000,297.62,2.81
3126.0,0.1028,113.2436,0.1477,2000.0000,297.62,2.81
3127.0,0.1028,113.2750,0.1478,2000.0000,297.61,2.81
3128.0,0.1028,113.3065,0.1479,2000.0000,297.61,2.81
3129.0,0.1029,113.3379,0.1479,2000.0000,297.60,2.81
3130.0,0.1029,113.3694,0.1480,2000.0000,297.60,2.81
3131.0,0.1029,113.4008,0.1480,2000.0000,297.59,2.81
3132.0,0.1030,113.4323,0.1481,2000.0000,297.59,2.81
3133.0,0.1030,113.4638,0.1482,2000.0000,297.58,2.81
3134.0,0.1030,113.4953,0.1482,2000.0000,297.58,2.81
3135.0,0.1030,113.5268,0.1483,2000.0000,297.57,2.80
3136.0,0.1031,113.5583,0.1484,2000.0000,297.57,2.80
3137.0,0.1031,113.5898,0.1484,2000.0000,297.56,2.80
3138.0,0.1031,113.6213,0.1485,2000.0000,297.56,2.80
3139.0,0.1032,113.6528,0.1485,2000.0000,297.55,2.80
3140.0,0.1032,113.6844,0.1486,2000.0000,297.55,2.80
3141.0,0.1032,113.7159,0.1487,2000.0000,297.54,2.80
3142.0,0.1032,113.7475,0.1487,2000.0000,297.54,2.80
3143.0,0.1033,113.7791,0.1488,2000.0000,297.53,2.80
3144.0,0.1033,113.8106,0.1489,2000.0000,297.53,2.80
3145.0,0.1033,113.8422,0.1489,2000.0000,297.52,2.80
3146.0,0.1034,113.8738,0.1490,2000.0000,297.52,2.80
3147.0,0.1034,113.9054,0.1490,2000.0000,297.51,2.80
3148.0,0.1034,113.9370,0.1491,2000.0000,297.51,2.80
3149.0,0.1034,113.9687,0.1492,2000.0000,297.50,2.80
3150.0,0.1035,114.0003,0.1492,2000.0000,297.50,2.80
3151.0,0.1035,114.0319,0.1493,2000.0000,297.49,2.80
