Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
11547.0   ,12.0875     ,6.8950        ,0.0000      ,2000.0000   ,296.12      ,4.02  
11548.0   ,12.0908     ,6.8967        ,0.0000      ,2000.0000   ,296.12      ,4.02  
11549.0   ,12.0942     ,6.8983        ,0.0000      ,2000.0000   ,296.12      ,4.02  
11550.0   ,12.0976     ,6.9000        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11551.0   ,12.1009     ,6.9017        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11552.0   ,12.1043     ,6.9033        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11553.0   ,12.1076     ,6.9050        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11554.0   ,12.1110     ,6.9066        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11555.0   ,12.1144     ,6.9083        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11556.0   ,12.1177     ,6.9100        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11557.0   ,12.1211     ,6.9116        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11558.0   ,12.1245     ,6.9133        ,0.0000      ,2000.0000   ,296.11      ,4.02  
11559.0   ,12.1278     ,6.9149        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11560.0   ,12.1312     ,6.9166        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11561.0   ,12.1346     ,6.9183        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11562.0   ,12.1379     ,6.9199        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11563.0   ,12.1413     ,6.9216        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11564.0   ,12.1447     ,6.9233        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11565.0   ,12.1481     ,6.9249        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11566.0   ,12.1514     ,6.9266        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11567.0   ,12.1548     ,6.9283        ,0.0000      ,2000.0000   ,296.10      ,4.02  
11568.0   ,12.1582     ,6.9299        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11569.0   ,12.1616     ,6.9316        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11570.0   ,12.1649     ,6.9333        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11571.0   ,12.1683     ,6.9349        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11572.0   ,12.1717     ,6.9366        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11573.0   ,12.1751     ,6.9383        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11574.0   ,12.1785     ,6.9399        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11575.0   ,12.1819     ,6.9416        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11576.0   ,12.1852     ,6.9433        ,0.0000      ,2000.0000   ,296.09      ,4.02  
11577.0   ,12.1886     ,6.9450        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11578.0   ,12.1920     ,6.9466        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11579.0   ,12.1954     ,6.9483        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11580.0   ,12.1988     ,6.9500        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11581.0   ,12.2022     ,6.9517        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11582.0   ,12.2056     ,6.9533        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11583.0   ,12.2090     ,6.9550        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11584.0   ,12.2123     ,6.9567        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11585.0   ,12.2157     ,6.9584        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11586.0   ,12.2191     ,6.9600        ,0.0000      ,2000.0000   ,296.08      ,4.02  
11587.0   ,12.2225     ,6.9617        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11588.0   ,12.2259     ,6.9634        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11589.0   ,12.2293     ,6.9651        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11590.0   ,12.2327     ,6.9668        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11591.0   ,12.2361     ,6.9684        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11592.0   ,12.2395     ,6.9701        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11593.0   ,12.2429     ,6.9718        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11594.0   ,12.2463     ,6.9735        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11595.0   ,12.2497     ,6.9752        ,0.0000      ,2000.0000   ,296.07      ,4.02  
11596.0   ,12.2531     ,6.9768        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11597.0   ,12.2565     ,6.9785        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11598.0   ,12.2599     ,6.9802        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11599.0   ,12.2633     ,6.9819        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11600.0   ,12.2667     ,6.9836        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11601.0   ,12.2701     ,6.9853        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11602.0   ,12.2736     ,6.9869        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11603.0   ,12.2770     ,6.9886        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11604.0   ,12.2804     ,6.9903        ,0.0000      ,2000.0000   ,296.06      ,4.02  
11605.0   ,12.2838     ,6.9920        ,0.0000      ,2000.0000   ,296.05      ,4.02  
11606.0   ,12.2872     ,6.9937        ,0.0000      ,2000.0000   ,296.05      ,4.02  
11607.0   ,12.2906     ,6.9954        ,0.0000      ,2000.0000   ,296.05      ,4.02  
11608.0   ,12.2940     ,6.9971        ,0.0000      ,2000.0000   ,296.05      ,4.02  
11609.0   ,12.2974     ,6.9988        ,0.0000      ,2000.0000   ,296.05      ,4.01  
11610.0   ,12.3009     ,7.0004        ,0.0000      ,2000.0000   ,296.05      ,4.01  
11611.0   ,12.3043     ,7.0021        ,0.0000      ,2000.0000   ,296.05      ,4.01  
11612.0   ,12.3077     ,7.0038        ,0.0000      ,2000.0000   ,296.05      ,4.01  
11613.0   ,12.3111     ,7.0055        ,0.0000      ,2000.0000   ,296.05      ,4.01  
11614.0   ,12.3145     ,7.0072        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11615.0   ,12.3180     ,7.0089        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11616.0   ,12.3214     ,7.0106        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11617.0   ,12.3248     ,7.0123        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11618.0   ,12.3282     ,7.0140        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11619.0   ,12.3316     ,7.0157        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11620.0   ,12.3351     ,7.0174        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11621.0   ,12.3385     ,7.0191        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11622.0   ,12.3419     ,7.0208        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11623.0   ,12.3454     ,7.0225        ,0.0000      ,2000.0000   ,296.04      ,4.01  
11624.0   ,12.3488     ,7.0242        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11625.0   ,12.3522     ,7.0259        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11626.0   ,12.3556     ,7.0276        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11627.0   ,12.3591     ,7.0293        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11628.0   ,12.3625     ,7.0310        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11629.0   ,12.3659     ,7.0327        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11630.0   ,12.3694     ,7.0344        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11631.0   ,12.3728     ,7.0361        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11632.0   ,12.3763     ,7.0378        ,0.0000      ,2000.0000   ,296.03      ,4.01  
11633.0   ,12.3797     ,7.0395        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11634.0   ,12.3831     ,7.0412        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11635.0   ,12.3866     ,7.0429        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11636.0   ,12.3900     ,7.0446        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11637.0   ,12.3935     ,7.0463        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11638.0   ,12.3969     ,7.0480        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11639.0   ,12.4003     ,7.0497        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11640.0   ,12.4038     ,7.0514        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11641.0   ,12.4072     ,7.0531        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11642.0   ,12.4107     ,7.0548        ,0.0000      ,2000.0000   ,296.02      ,4.01  
11643.0   ,12.4141     ,7.0565        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11644.0   ,12.4176     ,7.0582        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11645.0   ,12.4210     ,7.0599        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11646.0   ,12.4245     ,7.0616        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11647.0   ,12.4279     ,7.0634        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11648.0   ,12.4314     ,7.0651        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11649.0   ,12.4348     ,7.0668        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11650.0   ,12.4383     ,7.0685        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11651.0   ,12.4417     ,7.0702        ,0.0000      ,2000.0000   ,296.01      ,4.01  
11652.0   ,12.4452     ,7.0719        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11653.0   ,12.4487     ,7.0736        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11654.0   ,12.4521     ,7.0753        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11655.0   ,12.4556     ,7.0771        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11656.0   ,12.4590     ,7.0788        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11657.0   ,12.4625     ,7.0805        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11658.0   ,12.4660     ,7.0822        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11659.0   ,12.4694     ,7.0839        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11660.0   ,12.4729     ,7.0856        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11661.0   ,12.4763     ,7.0874        ,0.0000      ,2000.0000   ,296.00      ,4.01  
11662.0   ,12.4798     ,7.0891        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11663.0   ,12.4833     ,7.0908        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11664.0   ,12.4867     ,7.0925        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11665.0   ,12.4902     ,7.0942        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11666.0   ,12.4937     ,7.0960        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11667.0   ,12.4972     ,7.0977        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11668.0   ,12.5006     ,7.0994        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11669.0   ,12.5041     ,7.1011        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11670.0   ,12.5076     ,7.1028        ,0.0000      ,2000.0000   ,295.99      ,4.01  
11671.0   ,12.5111     ,7.1046        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11672.0   ,12.5145     ,7.1063        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11673.0   ,12.5180     ,7.1080        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11674.0   ,12.5215     ,7.1097        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11675.0   ,12.5250     ,7.1115        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11676.0   ,12.5284     ,7.1132        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11677.0   ,12.5319     ,7.1149        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11678.0   ,12.5354     ,7.1166        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11679.0   ,12.5389     ,7.1184        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11680.0   ,12.5424     ,7.1201        ,0.0000      ,2000.0000   ,295.98      ,4.01  
11681.0   ,12.5458     ,7.1218        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11682.0   ,12.5493     ,7.1236        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11683.0   ,12.5528     ,7.1253        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11684.0   ,12.5563     ,7.1270        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11685.0   ,12.5598     ,7.1287        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11686.0   ,12.5633     ,7.1305        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11687.0   ,12.5668     ,7.1322        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11688.0   ,12.5703     ,7.1339        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11689.0   ,12.5738     ,7.1357        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11690.0   ,12.5773     ,7.1374        ,0.0000      ,2000.0000   ,295.97      ,4.01  
11691.0   ,12.5807     ,7.1391        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11692.0   ,12.5842     ,7.1409        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11693.0   ,12.5877     ,7.1426        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11694.0   ,12.5912     ,7.1443        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11695.0   ,12.5947     ,7.1461        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11696.0   ,12.5982     ,7.1478        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11697.0   ,12.6017     ,7.1496        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11698.0   ,12.6052     ,7.1513        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11699.0   ,12.6087     ,7.1530        ,0.0000      ,2000.0000   ,295.96      ,4.01  
11700.0   ,12.6122     ,7.1548        ,0.0000      ,2000.0000   ,295.95      ,4.01  
11701.0   ,12.6157     ,7.1565        ,0.0000      ,2000.0000   ,295.95      ,4.01  
11702.0   ,12.6192     ,7.1583        ,0.0000      ,2000.0000   ,295.95      ,4.01  
11703.0   ,12.6227     ,7.1600        ,0.0000      ,2000.0000   ,295.95      ,4.01  
11704.0   ,12.6263     ,7.1617        ,0.0000      ,2000.0000   ,295.95      ,4.00  
11705.0   ,12.6298     ,7.1635        ,0.0000      ,2000.0000   ,295.95      ,4.00  
11706.0   ,12.6333     ,7.1652        ,0.0000      ,2000.0000   ,295.95      ,4.00  
11707.0   ,12.6368     ,7.1670        ,0.0000      ,2000.0000   ,295.95      ,4.00  
11708.0   ,12.6403     ,7.1687        ,0.0000      ,2000.0000   ,295.95      ,4.00  
11709.0   ,12.6438     ,7.1705        ,0.0000      ,2000.0000   ,295.95      ,4.00  
11710.0   ,12.6473     ,7.1722        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11711.0   ,12.6508     ,7.1739        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11712.0   ,12.6543     ,7.1757        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11713.0   ,12.6579     ,7.1774        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11714.0   ,12.6614     ,7.1792        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11715.0   ,12.6649     ,7.1809        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11716.0   ,12.6684     ,7.1827        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11717.0   ,12.6719     ,7.1844        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11718.0   ,12.6754     ,7.1862        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11719.0   ,12.6790     ,7.1879        ,0.0000      ,2000.0000   ,295.94      ,4.00  
11720.0   ,12.6825     ,7.1897        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11721.0   ,12.6860     ,7.1914        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11722.0   ,12.6895     ,7.1932        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11723.0   ,12.6931     ,7.1949        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11724.0   ,12.6966     ,7.1967        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11725.0   ,12.7001     ,7.1984        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11726.0   ,12.7036     ,7.2002        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11727.0   ,12.7072     ,7.2019        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11728.0   ,12.7107     ,7.2037        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11729.0   ,12.7142     ,7.2055        ,0.0000      ,2000.0000   ,295.93      ,4.00  
11730.0   ,12.7178     ,7.2072        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11731.0   ,12.7213     ,7.2090        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11732.0   ,12.7248     ,7.2107        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11733.0   ,12.7284     ,7.2125        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11734.0   ,12.7319     ,7.2142        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11735.0   ,12.7354     ,7.2160        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11736.0   ,12.7390     ,7.2178        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11737.0   ,12.7425     ,7.2195        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11738.0   ,12.7461     ,7.2213        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11739.0   ,12.7496     ,7.2230        ,0.0000      ,2000.0000   ,295.92      ,4.00  
11740.0   ,12.7531     ,7.2248        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11741.0   ,12.7567     ,7.2266        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11742.0   ,12.7602     ,7.2283        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11743.0   ,12.7638     ,7.2301        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11744.0   ,12.7673     ,7.2318        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11745.0   ,12.7709     ,7.2336        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11746.0   ,12.7744     ,7.2354        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11747.0   ,12.7780     ,7.2371        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11748.0   ,12.7815     ,7.2389        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11749.0   ,12.7851     ,7.2407        ,0.0000      ,2000.0000   ,295.91      ,4.00  
11750.0   ,12.7886     ,7.2424        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11751.0   ,12.7922     ,7.2442        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11752.0   ,12.7957     ,7.2460        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11753.0   ,12.7993     ,7.2477        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11754.0   ,12.8028     ,7.2495        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11755.0   ,12.8064     ,7.2513        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11756.0   ,12.8099     ,7.2531        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11757.0   ,12.8135     ,7.2548        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11758.0   ,12.8171     ,7.2566        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11759.0   ,12.8206     ,7.2584        ,0.0000      ,2000.0000   ,295.90      ,4.00  
11760.0   ,12.8242     ,7.2601        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11761.0   ,12.8277     ,7.2619        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11762.0   ,12.8313     ,7.2637        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11763.0   ,12.8349     ,7.2655        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11764.0   ,12.8384     ,7.2672        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11765.0   ,12.8420     ,7.2690        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11766.0   ,12.8456     ,7.2708        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11767.0   ,12.8491     ,7.2726        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11768.0   ,12.8527     ,7.2743        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11769.0   ,12.8563     ,7.2761        ,0.0000      ,2000.0000   ,295.89      ,4.00  
11770.0   ,12.8599     ,7.2779        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11771.0   ,12.8634     ,7.2797        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11772.0   ,12.8670     ,7.2815        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11773.0   ,12.8706     ,7.2832        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11774.0   ,12.8742     ,7.2850        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11775.0   ,12.8777     ,7.2868        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11776.0   ,12.8813     ,7.2886        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11777.0   ,12.8849     ,7.2904        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11778.0   ,12.8885     ,7.2921        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11779.0   ,12.8920     ,7.2939        ,0.0000      ,2000.0000   ,295.88      ,4.00  
11780.0   ,12.8956     ,7.2957        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11781.0   ,12.8992     ,7.2975        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11782.0   ,12.9028     ,7.2993        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11783.0   ,12.9064     ,7.3011        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11784.0   ,12.9100     ,7.3028        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11785.0   ,12.9135     ,7.3046        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11786.0   ,12.9171     ,7.3064        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11787.0   ,12.9207     ,7.3082        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11788.0   ,12.9243     ,7.3100        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11789.0   ,12.9279     ,7.3118        ,0.0000      ,2000.0000   ,295.87      ,4.00  
11790.0   ,12.9315     ,7.3136        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11791.0   ,12.9351     ,7.3154        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11792.0   ,12.9387     ,7.3172        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11793.0   ,12.9423     ,7.3189        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11794.0   ,12.9459     ,7.3207        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11795.0   ,12.9495     ,7.3225        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11796.0   ,12.9531     ,7.3243        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11797.0   ,12.9567     ,7.3261        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11798.0   ,12.9603     ,7.3279        ,0.0000      ,2000.0000   ,295.86      ,4.00  
11799.0   ,12.9639     ,7.3297        ,0.0000      ,2000.0000   ,295.86      ,3.99  
11800.0   ,12.9675     ,7.3315        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11801.0   ,12.9711     ,7.3333        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11802.0   ,12.9747     ,7.3351        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11803.0   ,12.9783     ,7.3369        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11804.0   ,12.9819     ,7.3387        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11805.0   ,12.9855     ,7.3405        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11806.0   ,12.9891     ,7.3423        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11807.0   ,12.9927     ,7.3441        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11808.0   ,12.9963     ,7.3459        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11809.0   ,12.9999     ,7.3477        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11810.0   ,13.0035     ,7.3495        ,0.0000      ,2000.0000   ,295.85      ,3.99  
11811.0   ,13.0071     ,7.3513        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11812.0   ,13.0108     ,7.3531        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11813.0   ,13.0144     ,7.3549        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11814.0   ,13.0180     ,7.3567        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11815.0   ,13.0216     ,7.3585        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11816.0   ,13.0252     ,7.3603        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11817.0   ,13.0288     ,7.3621        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11818.0   ,13.0325     ,7.3639        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11819.0   ,13.0361     ,7.3657        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11820.0   ,13.0397     ,7.3675        ,0.0000      ,2000.0000   ,295.84      ,3.99  
11821.0   ,13.0433     ,7.3693        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11822.0   ,13.0469     ,7.3711        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11823.0   ,13.0506     ,7.3729        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11824.0   ,13.0542     ,7.3747        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11825.0   ,13.0578     ,7.3766        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11826.0   ,13.0614     ,7.3784        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11827.0   ,13.0651     ,7.3802        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11828.0   ,13.0687     ,7.3820        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11829.0   ,13.0723     ,7.3838        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11830.0   ,13.0760     ,7.3856        ,0.0000      ,2000.0000   ,295.83      ,3.99  
11831.0   ,13.0796     ,7.3874        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11832.0   ,13.0832     ,7.3892        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11833.0   ,13.0869     ,7.3911        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11834.0   ,13.0905     ,7.3929        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11835.0   ,13.0941     ,7.3947        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11836.0   ,13.0978     ,7.3965        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11837.0   ,13.1014     ,7.3983        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11838.0   ,13.1051     ,7.4001        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11839.0   ,13.1087     ,7.4019        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11840.0   ,13.1123     ,7.4038        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11841.0   ,13.1160     ,7.4056        ,0.0000      ,2000.0000   ,295.82      ,3.99  
11842.0   ,13.1196     ,7.4074        ,0.0000      ,2000.0000   ,295.81      ,3.99  
